match_id,dc_p_loss,dc_p_draw,dc_p_win,dc_lam_h,dc_lam_a
34621,0.09313494542494143,0.18934042405111515,0.7175246305239433,2.09054760356805,0.6081813300929798
34622,0.08863327731392917,0.25117845192429034,0.6601882707617804,1.543374105671627,0.39350519318247934
34623,0.5241631595232127,0.3250307368759499,0.15080610360083713,0.482219262691077,1.1569406066876065
34624,0.311058582180067,0.34204814315958804,0.34689327466034503,0.9083935004991378,0.8435200538573416
34625,0.2231548342071422,0.2516465280833613,0.5251986377094966,1.6545532832439644,0.9927696259248069
34626,0.27745467706314775,0.26739202736142015,0.45515329557543205,1.4750155890618566,1.0953324941275582
34627,0.6043074259597432,0.25902762770800536,0.13666494633225154,0.5906219621675465,1.5496277167412202
34628,0.004599661482763054,0.02233653404581027,0.9730638044714269,4.659921506260192,0.317356214433361
34629,0.4736134983638837,0.28994090880671786,0.23644559282939837,0.851818076263362,1.3259077137569764
34630,0.23268442990408855,0.2966850729631858,0.47063049713272576,1.2812295538131928,0.8132989232400126
34631,0.1475809307679389,0.2067837558558203,0.6456353133762409,2.0698782018953996,0.8819890414215779
34632,0.43137820743456223,0.2832042705147723,0.2854175220506655,1.0298682288004348,1.3297846441342969
34633,0.4258851693186513,0.34305380871340896,0.23106102196793982,0.6639045416173249,1.012764582884183
34634,0.3879559081018943,0.32275675391038117,0.28928733798772455,0.8651093155936582,1.0505195203143776
34635,0.1140192775050956,0.19445975259730247,0.691520969897602,2.1159621913178697,0.7314577693789789
34636,0.11543569459727801,0.16746316286424462,0.7171011425384772,2.516550565159981,0.9260578376823672
34637,0.6854216708461731,0.21905486692714596,0.09552346222668079,0.5104631015158583,1.7999945877857508
34638,0.32896181904177246,0.3329571502423741,0.33808103071585327,0.9265178452234547,0.9097006909532787
34639,0.19416450814439218,0.269697145598903,0.5361383462567048,1.49497452720572,0.7889108287663971
34640,0.19041706663870273,0.26999724933161884,0.5395856840296784,1.492411425105443,0.7732556004703515
34641,0.2419611099657962,0.36459257211702206,0.3934463179171817,0.89929146128155,0.6376372098633655
34642,0.2458839953002454,0.23569691895398712,0.5184190857457676,1.826248638236262,1.194979699889543
34643,0.27089292305824964,0.28774092221606395,0.4413661547256863,1.310961059407573,0.965504810439185
34644,0.061403839588146915,0.11917399027840592,0.8194221701334473,2.970635467083745,0.7375889372196033
34645,0.49771272593224825,0.2355429198523129,0.26674435421543874,1.283304539650946,1.822619701860162
34646,0.6610785810727982,0.20281089320584722,0.13611052572135451,0.8330088778417172,2.08751960835594
34647,0.2958479214796659,0.38477946228467547,0.3193726162356586,0.7367733646201934,0.697319408474767
34648,0.041228707562189326,0.14213137093946052,0.8166399214983502,2.32226189004098,0.35974245650482456
34649,0.6586657804778995,0.2379765501527588,0.10335766936934156,0.4962053058845095,1.6626083529415718
34650,0.023370282833131004,0.0628999309808445,0.9137297861860244,3.7526202870220464,0.5721693340945067
34651,0.08379052785853303,0.17381120010003417,0.7423982720414328,2.2335535686141634,0.610436011622314
34652,0.6481794945557355,0.24555769914458267,0.10626280629968178,0.48982053561496885,1.6106455281737109
34653,0.39598622875621853,0.341855339097518,0.2621584321462635,0.7408064634283356,0.982185100102807
34654,0.21026585107164383,0.40301518829910277,0.38671896062925326,0.7849085002808099,0.49911832349719676
34655,0.03152327709052365,0.07441940625502522,0.894057316654451,3.6180360841891965,0.6520552964636929
34656,0.5393321110816893,0.2238009362676706,0.23686695265064012,1.2507879373249755,1.975296065605661
34657,0.2664546065305481,0.25596366082828004,0.47758173264117176,1.5947654593341565,1.1306604668268398
34658,0.1306272563793965,0.21818041445844263,0.651192329162161,1.8978858850485383,0.7168683892296749
34659,0.03233211302024496,0.09957472892911387,0.8680931580506412,2.9075226301633266,0.4408645004311263
34660,0.31907368979724937,0.23654987216169457,0.4443764380410561,1.7632226026189628,1.4677051604846034
